, id,tweet,subtask_b
3370,79598,"#LibDemConf shows me that @USER are absolutely void of constructive ideas for the myriad problems the UK faces, and begging @USER and @USER moderates"" isn't the answer. Thatcher was right, the parrot is dead.""",TIN
3371,79970,@USER Probably say fuck it an do just that,TIN
3374,26792,@USER Why you ruin shit lol,TIN
3375,59603,@USER Your looking more like a plant #maga #walkaway URL,TIN
3379,48266,@USER From a man (fast and furious) was held in contempt,TIN
3381,17564,@USER I told myself this but no matter how much I try life keeps biting me in the ass,TIN
3383,25543,@USER @USER You are delusional if you think he is the reason either game was lost in the past two seasons lmao,UNT
3385,30007,@USER ugh I meant *wigs shit,UNT
3387,26180,@USER Fat ass liar strikes again. #NeverForget,TIN
3388,89980,@USER He is totally bluffing...,TIN
3391,13566,Democrat can't even compete w @USER #MAGA URL,TIN
3392,70822,@USER She is an monster!,TIN
3396,51746,@USER @USER So Alyssa you saying he’s guilty?  What ever happened to innocent before guilty?  And if he is innocent would you at least tweet an apology?  Shut up and answer the tweet.,TIN
3397,18518,@USER She is one of satan's daughters,TIN
3399,24288,@USER This information is out there and should be fully investigated and considered before he gets a life time High Court appointment.   Conservatives refused to even give Obama’s person a hearing so please stop acting like they play above board while everyone else goes low.,UNT
3400,44910,@USER @USER @USER @USER You are a boring individual. Its seems good too me,TIN
3401,71756,@USER @USER @USER Actually my ancestors were here long before anyone got here even your French ass! Native Americans were here first. So get your facts straight! So if you wanna throw punches make sure you know who and where you are throwing them first.,TIN
3403,31315,@USER Gutierries =💩 what did he do to help PR ? What is he doing now besides hoping for a high body count to blame on Trump,TIN
3404,59920,@USER @USER @USER Most stupid tweet yet...and yes...its a libtard🤣🤣🤣👌💩,TIN
3407,79718,-Conservatives cut police funding -person complains about crime -person votes conservative to tackle crime  ?,UNT
3411,80869,@USER he probably had sex twice for boruto and the other sister that no one cares about,TIN
3412,11327,@USER Eric Holder is an arms dealer and should be in jail how did this ass slip by,TIN
3413,47806,@USER and bale is shit,TIN
3415,97780,#MondayMorning #MondayMotivation #MondayMood #MondayThoughts Another #Republicans  / Trump swamp Lier !!   #MAGA #women #Christianity URL,TIN
3417,45761,@USER He orchestrated/provoked it so that he could cry that he was the victim of a yet another conspiracy...He’s such desperate weirdo.,TIN
3419,24726,@USER Get back on your peanut farm old man,TIN
3423,68459,@USER Your fucking Bf nigga,TIN
3424,40962,@USER @USER SHE IS THREATENING AMERICAN CITIZENS SHE WILL KILL WOMEN ARREST HER,TIN
3425,19091,@USER @USER This B**ch Behar needs to shut that big ugly hole on her face and think about the fact she's not giving Kavanaugh or his family the benefit of their rights as citizens. In her fat head they're guilty bc they're Conservatives. Behar needs a muzzle around decent people. HRC clone.,TIN
3428,41366,@USER Mueller can go fornicate himself. He is as crooked as the day is long.,TIN
3431,11271,People leaving racist comments on my posts will be instantly blocked. There are low follow accounts posting this crap and I think they are trying to make #MAGA look bad  If you are racist in any way feel free to block me because I think you're an ignorant POS,TIN
3434,53662,@USER Why is Antifa upset w/ “prof.” Blasé-Ford? Antifa is the group that harrasses &amp; threatens people at their homes.,TIN
3435,18220,"@USER primary argument against #Kavanaugh is that he is too Constitutional""  The democrats started a civil war during Clinton  They heightened their propaganda during Obama  They are scared animals backed into a corner  Antifa, BLM &amp; MS13 are their Sturmabteilung""",TIN
3436,16922,@USER Both QAnon and Antifa will be listed as diseases,TIN
3439,38765,@USER Don't even presume to know what liberals feel or think.  I am liberal.  I am personally opposed to abortion in any but life-and-death circumstances.  But I am also personally opposed to imposing MY PERSONAL FEELINGS about abortion on anyone else.  So do us all a favor and STFU.,UNT
3440,82925,@USER I love you bitchhh I aint never gonna stop loving you.... bitchhhhhh,TIN
3441,43631,@USER because im a broke ass bitxh :(((( and LOL EVEB BETTER she runs in her sleep so like while she’s lying down she just rUNS like feet going usain bolt xD and i get kicked a lot 🤙🏻,TIN
3442,49894,@USER As usual @USER doesn’t have a clue. The kids must make this shit up when he takes a crap since they are of the same consistency.,TIN
3450,58056,Opportunist to the max. An evil lier also. URL,UNT
3455,17387,@USER I'm not an asshole libtard.,TIN
3460,47681,@USER Because he is right the Governor of Puerto Rico 🇵🇷 is a FRAUD,TIN
3461,47014,@USER @USER Nurse is valuable in his own end!?!? Have you watched him play? He rarely gets the puck out in first attempt. Also not all that spectacular defensively. Not worth what he is holding out for.,TIN
3465,33810,@USER Nope. Not going to miss his sorry ass at all.,TIN
3473,32644,@USER Yea that’s a crazy ass story. Like how do you go into the wrong apartment. There’s numbers on doors. And wouldn’t you notice as soon as you walk in and it ain’t your shit 🤷🏻‍♀️🤦🏻‍♀️,TIN
3474,58307,@USER Hey Woodward: You are a silly old fart and do not know what is going on in the White House.  You are the one who has reached a mental stage yourself of Alzheimers,TIN
3479,91292,@USER Robyn I was gonna make vegan scones but I ran out of fucking time.  Blame my biochem lab,TIN
3482,31027,@USER Well if Trumpster said it then it must be true he also have himself a 10 on handling Cuba hurricane sad piece of something he is...,TIN
3484,56134,@USER It sucks hy 🤦‍♀️,TIN
3488,71573,@USER @USER Abso-fucking-lutely. That shit was here already!,UNT
3490,89187,@USER @USER @USER @USER @USER No.   I mean parasite in the sense of private companies being an unnecessary  and universally-unwanted bauble imposed on an essential public service by people who put profits before public opinion and democracy.,TIN
3491,48175,@USER @USER Is it credible to believe he is worse than either: gordon on the browns in 2018 or 2017 brandin cooks?,TIN
3495,58389,@USER 😐 sorry but she is an idio,TIN
3496,34522,"@USER The Dregs of Society"" are ISIS, ANTIFA, BLM, Planned Parenthood, Illllegal aliens, Pedofiles, and liberals.  This is who the Democrats support.  Once again, accusing others of what YOU, Biden are guilty of.""",TIN
3500,50419,@USER Just listening to Juan Williams on the FIVE drives me crazy.  He is such an ignorant man.  Where does this man get his facts?  Thank GOD for Jesse Waters and you ladies!,TIN
3501,95547,@USER Now that’s the pot calling the kettle black! Liberals are nothing but bullies! Antifa-Bullies!!! Trump Haters-Bullies!!!,TIN
3502,92027,@USER Where is the fascist version of Antifa?,TIN
3508,41745,930 pm 3rd round: gun control whining and Sen Blumenthal hands still shaking like a leaf as he tells the judge get into the real world. This from a millionaire who has no idea about the real world. @USER @USER #KavanaughConfirmationHearings,TIN
3509,55081,@USER Awh shit.,UNT
3516,89377,@USER @USER @USER @USER lol she is such a troll im so glad she went away and all u trump supporters told her to GTFO. Thank god we got a real superstar in @USER who is going to actually fight for everyone no matter who they choose to vote for. Isn't she awesome! Please join us we rly need ur help!,TIN
3518,43978,@USER This is why we need gun control,TIN
3519,82217,@USER @USER Prove your claim or be exposed as the lying piece of shit you are.   Meanwhile... URL,TIN
3521,63699,@USER @USER @USER Do it with quran and then we will see how much atheist and brave she is... hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it...  Go live in your 2 minutes Prime Time covered life ... Lord krishna and his followers don't care,TIN
3527,59415,@USER @USER don't disrespect sharpie like that bro it was definitely some off brand shit from the back of a dollar tree 😭,TIN
3533,56010,@USER Got to be about the dumbest thing ever.,UNT
3534,29316,@USER @USER I’ve never once heard you be thankful. All you do is shit on Canada. On the police. On our history. On Conservatives.,TIN
3540,93983,@USER @USER Just imagine if Dr Ford was a member of a minority. Antifa would be firebombing the Judge’s residence. #IDENTYPOLITICS,TIN
3543,22354,@USER She is dillusional!,UNT
3544,31185,@USER It’s more what she does than who she is,TIN
3545,76403,@USER Goodell is one of the worst things that has ever been unleashed on Pro Sports.  Useless!!!,TIN
3548,41881,@USER Master of None was so fucking good.,TIN
3557,18562,@USER @USER Little ass boy🐒,UNT
3565,72471,🛑 Truthfeed News 🛑 👉 'JUST IN: FBI Deals Yet Another Devastating Blow to Democrats on Kavanaugh’s Accuser' #MAGA￼🇺🇸#2A #Prolife URL,TIN
3566,60779,@USER That was Awesome. I love hearing you destroy the Liberals but most of all Trudeau,TIN
3568,42634,@USER And the factory’s coming back U do n a movie on that... sum worth do n.. cause just sling shit shows No intelligence..,TIN
3571,80705,@USER Deranged and demented what a perfect match for the Democratic party,TIN
3572,93689,@USER amenadiel's were my favorite. the massive triangle shape... the actor being hot.... the big connection spots.... kisses my fingertips,TIN
3573,60054,@USER @USER Liberals are full of hate yet they talk like their morality is above anyone  who thinks differently. Funny how their words and actions never match up to what they pretend to preach. Imposters of any human decency. Emotionally and politically bankrupt.,TIN
3574,62224,A Divided Self or “My Name is Legion”  Demon possession overall is marked by a loss of freedom.  The Gadarenes are Us URL  #ergnews #antinazigr #antifagr #antifa #Stopthehate #GoldenDawn #GDtrial #JesusChrist #JesusSaves #JesusIsLord #JesusIsGod #prayers #hope URL,TIN
3575,95720,@USER @USER found out the name but I forgot.,TIN
3577,27133,#qanda what happen to the predicted fall of Society after  SSM. Only the religious conservatives right     are the ones  running a muck in government.,TIN
3583,93762,@USER Bernie! You have been in Congress how long? Now that you are getting closer to your death bed since you are old as dirt.. Why a concern now? How many bills did you try to write or endorse before you decided to run for POTUS? Do tell!!!,TIN
