text,label,roberta_results,btweet_results,bert_results,distil_results,rlarge_results,ensemble
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> completely reasonable explanation f <user> gov lied peeps plane hitting pentagon clearly missile <emoji : backhand_index_pointing_down_medium-light_skin_tone> <emoji : backhand_index_pointing_down_medium-light_skin_tone> <emoji : backhand_index_pointing_down_medium-light_skin_tone> <emoji : backhand_index_pointing_down_medium-light_skin_tone> <emoji : backhand_index_pointing_down_medium-light_skin_tone> <emoji : backhand_index_pointing_down_medium-light_skin_tone> <emoji : backhand_index_pointing_down_medium-light_skin_tone> <emoji : backhand_index_pointing_down_medium-light_skin_tone> <emoji : backhand_index_pointing_down_medium-light_skin_tone> url,1,0,0,0,0,0,0
rt <user> heard wit bitch everybodyyyyy fuckingggggg,1,1,1,1,1,1,1
wakeupamerica americafirst maga trump2020 kag2020 redwaverising2018 votered2018 txsen voteredtosaveamerica keeptexasred tedcruz2018 buildthewall voterid confirmkavanaugh walkawaycampaign walkaway liberalhate liberalintolerance socialistlies vetobeto url,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> keep good work protect free speech call war criminals nhs bbc bbcqt newsnight bbcpl channel4 brexit may corbyn labour conservatives marr hignfy uklabour skynews bbclive politicslive,0,0,0,0,0,1,0
<user> <user> gun control use hand,1,0,0,0,0,0,0
bad news democrats <emoji : backhand_index_pointing_down> maga <emoji : united_states> url,1,1,1,0,1,0,1
<user> <user> virtue signaling playing young minds also thinks weaponise attempt stop brexit <user> disgraceful vile man honest care uses get wants,1,1,1,1,1,1,1
<user> hope tana girl fucks anything lol,1,1,1,1,1,1,1
<user> spoiled entitled ghetto head really screams feminist,0,1,1,1,1,1,1
young buck wan na eat dat nigguh like aint fuckin dis,1,1,1,1,1,1,1
damn bitch nasty lol,1,1,1,1,1,1,1
<user> <user> <user> <user> therapist baby august seeing sub good real therapist wonderful helped much,0,0,0,0,0,0,0
<user> mind seeing antifa try doubt bait either,0,0,0,0,0,0,0
<user> <user> usually twitter conversations point dana may kind woman want help woman wants prima donna amp care developing next gen girls gun control amp bothered school shootings must like kids,1,0,0,0,0,0,0
rt <user> ride bitch homie consider single nigga <url>,1,1,1,1,1,1,1
<user> pharmacist friend told last year thank opening discussing pharmacists held hostage rather tell people price fixes maga,0,0,0,0,0,0,0
<user> people pushing gun control <emoji : unamused_face>,1,0,0,0,0,0,0
<user> <user> stand looking <emoji : nauseated_face> <emoji : nauseated_face> <emoji : nauseated_face> takeastandnotaknee <emoji : united_states> <emoji : united_states> <emoji : united_states>,0,0,0,0,0,0,0
lost partners bitches money never lost mind,1,1,1,1,1,1,1
<user> americans need realize rape kill easily environment absolutely close borders proper vetting implemented,1,1,1,0,1,1,1
<user> continual use left liberal progressive show euphemisms democrat party owns deny amp ideology lying public calling spade spade,1,0,0,0,1,1,0
lmfao bitches hoes,1,1,1,1,1,1,1
<user> <user> <user> <user> amazing organizer <emoji : clapping_hands_medium-dark_skin_tone>,0,0,0,0,0,0,0
<user> real victims sexual assault harassment see liberals politicizing horrendous act betrayal makes angry victim remember details call bs ptsd still effects day 42 years later amp 20 yrs counselling ask husband,0,0,1,0,0,0,0
honky honky motherfucking honky,1,1,1,1,1,1,1
dumb bitch <url>,1,1,1,1,1,1,1
<user> <user> <user> awwww babe love thanks haha,0,0,0,0,0,0,0
<user> starting tweet nonsense like mango mussolini,1,1,1,1,1,1,1
<user> literally confront bitch asses fo reall trill,1,1,1,1,1,1,1
<user> politicians finally getting heads nra represent majority gun owners responsible gun owners support gun control pushing policies american gun owners find reprehensible,0,0,0,0,0,0,0
hoes say much think much,1,1,1,1,1,1,1
<user> <user> one democrats controlled major cities long bankrupted left minority others desperation crime alternative life instead hand outs maybe teach better way,1,0,0,0,0,0,0
<user> adorable,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> jealousy rears ugly face favored blessed girls adore <emoji : winking_face> god,0,0,0,1,1,1,1
<user> work fine url,0,0,0,0,0,0,0
<user> <user> <user> guess sit shut missy major problem situation since none us word assume telling truth politics,0,0,0,0,0,0,0
<user> nra supported gun control reagan governor california black people began buying guns,0,0,0,1,0,0,0
<user> <user> <user> stop giving quotes start giving facts prove gun control work,0,0,0,0,0,0,0
<user> oppression need start movement could worse could antifa dogs,1,1,1,0,1,1,1
<user> speaking best best utter disrespect law enforcement ice agents first responders low middle high class races religions disagree mr creepyjoebiden gravy train punk joedonttouchsomuch biden dirty hand joe,1,1,1,1,1,1,1
<user> <user> <user> love spirit taking stand great country wish liberals go socialist country,0,0,0,0,0,0,0
<user> <user> yup destroy hard working ppl small businesses evil pretty face ppl falling,1,1,1,1,1,1,1
<user> simply disagree flotus exposing egregious behavior husband one else potus actions hurting country words matter style matters truth matters,1,0,0,1,0,0,0
<user> lol mane shut dat bitch shit youn fucc wit,1,1,1,1,1,1,1
<user> <user> wrong <user> enthusiastic architect devastating austerity along tory <user> abandon every principle supposedly <user> could let cameron run minority government snp chose,0,0,0,0,0,0,0
pussy money weed nigga need,1,1,1,1,1,1,1
rt <user> hoe cares future irrelevant,1,1,1,1,1,1,1
<user> piece shit saying fema successful helping puerto rico hurricane maria 3000 people died think successful really soul fucking horrible human even think human fuck,1,1,1,1,1,1,1
<user> dumb nigger,1,1,1,1,1,1,1
<user> <user> <user> <user> think maybe give another party try maybe britian,0,0,0,0,0,0,0
<user> <user> gun control laws control guns hopefully new mayor government support help city god bless woman family,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> read whole thing white mass shooters even considered terrorism political agenda murder like dylan roof,1,0,0,0,0,0,0
<user> crazy freaking liberals,1,1,1,1,1,1,1
<user> saw shit today made want politely ask could stylist early 2000 bangle bracelets unnecessary accessories like responsible words url,1,1,1,1,1,1,1
deandre jordan banged dat bitch,1,1,1,1,1,1,1
analysis devin nunes explains antifa riots winning washington post <user> traitor votehimout url,0,1,0,1,0,1,1
<user> <user> <user> van army need shazam know <emoji : magnifying_glass_tilted_left> <emoji : paw_prints> <emoji : dog_face> <emoji : paw_prints> <emoji : magnifying_glass_tilted_right>,0,0,0,0,0,0,0
<user> press talk remarkable 20yr old future,0,0,0,0,0,0,0
<user> husband getting phd physics getting mine chemistry usually get wide eyed recoil clearly says normal humans nothing common followed polite excuse stop talking us,0,0,0,0,0,0,0
<user> <user> <user> <user> tell <user> posted tweet much better railways since privatised url,0,0,0,0,0,0,0
<user> champion women url,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> 3 always defend 2nd nra 1st joined promoting amp educating gun owners amp public guns hypocrisy amy well except maybe part fyi know lot liberals members nra always agree,0,0,1,1,1,0,1
fuckkkk faggot commie <url>,1,1,1,1,1,1,1
<user> <user> trippy hoes 127744 127744,1,1,1,1,1,1,1
<user> <user> compute,0,0,0,0,0,0,0
<user> look shamelessly liberals lie destroy man life,1,1,1,1,1,1,1
<user> consider source <user> supreme ass kissing douche bag,1,1,1,1,1,1,1
<user> lisa front row skinnier,0,0,0,0,0,0,0
<user> <user> take joke lefties behaviour disgusting drawn,1,1,1,1,1,1,1
<user> <user> hell think little eddie,1,0,1,1,1,1,1
<user> smart ass way <emoji : man_shrugging_light_skin_tone> <emoji : face_with_tears_of_joy>,1,1,1,1,1,1,1
8220 <user> go text hoes <url> <user>,1,1,1,1,1,1,1
<user> amazing <emoji : yellow_heart> <emoji : yellow_heart> <emoji : yellow_heart>,0,0,0,0,0,0,0
bitches love <url>,1,1,1,1,1,1,1
bout hop hoe tryna get ass,1,1,1,1,1,1,1
know broads drunk dial sleep hoe,1,1,1,1,1,1,1
<user> <user> <user> <user> point tx voter wholeheartedly support gun control 0 school shootings childhood think civilians easily get hands military grade weapons laws need change,0,0,0,0,0,0,0
mall balling bitch buy something,1,1,1,1,1,1,1
rt <user> rt u remember steve blue clues left us bitch ass nigga joe <url>,1,1,1,1,1,1,1
<user> entertaining nobody thought montel years picking fight incredible feeble mind,1,1,1,1,0,1,1
maga <user> <user> something fishy kavanaugh supreme court material morally insufficient url,0,0,0,0,0,0,0
<user> <user> <user> <user> think ndp one people sick tired conservatives run government ucp supposed different type conservative,0,0,0,1,0,0,0
<user> continues nosedive ratings 41 since last year audience consists weenie liberals mommies basement url,0,0,0,0,0,0,0
rt <user> p 8217 hoes ya bitch 8217 swim tha hoe gone drown,1,1,1,1,1,1,1
<user> <user> globalization threatens nationality causing alt right concerns destroyed values keep us unified like ten commandments constitution alt left demanding mini bolshevik indoctrination oppress everyone start war let god,0,1,1,1,0,0,1
<user> perfect part im,0,0,0,0,0,0,0
<user> bitch saw whole ass tweet wednesday bitches always talking shit back pedaling lmao admit,1,1,1,1,1,1,1
release kraken wwg1wga maga url,0,0,0,0,0,0,0
<user> barf squishy self righteous source whole deal tbc young dumb history major conservatives swallowed sj bs like hand wave assume without evidence prager lame,1,1,1,1,1,1,1
<user> anyway man mother time gave actual female congratulations naomi class amp skills,0,0,0,0,0,0,0
<user> omg <emoji : face_with_tears_of_joy>,0,0,0,0,0,0,0
<user> amazingly dems obamas left get away treating identitypoltics groups monolithic group thinkers support dems word label people particular group oh right prejudice,0,0,0,0,0,0,0
<user> think gravely mistaken blame rise fascism collective struggle black people politics identity politics nobodies freedom priority capitalism multiple axis exploitation ignore one fail,0,0,0,1,0,0,0
<user> typed think everyone like read means question referring reader case reader <emoji : nigeria> effect,1,0,0,0,0,0,0
beer ball pussies,1,1,1,1,1,1,1
<user> om ah bitch lol love domo <emoji : sparkling_heart>,1,1,1,1,1,1,1
<user> wanted sure saw latest conspiracy theorist devin nunes url,0,0,0,0,0,0,0
rt <user> 8220 <user> <user> know dana whore get rid rn donate one 8221 bitch 8230,1,1,1,1,1,1,1
<user> say half hearted apology goes away let conservative say anything close ruined life mentally deranged liberals totally disgusting jerks,1,1,1,1,1,1,1
<user> <user> beware rightist false flags like narrative ok sign white nationalist dog whistle theresistance resist bashthefash antifa smashfascism url,1,0,0,0,0,0,0
<user> find regular one faggot,1,1,1,1,1,1,1
<user> please tell fellow soros lackies antifa,0,0,1,0,0,1,0
<user> actual fuck hate seen eyes,1,1,1,1,1,1,1
<user> likely gang related violence illegal gun strict gun control cities,0,0,1,0,0,0,0
<user> tuned emmys last night watched whole 5 seconds celebrity never heard started talking platform click liberals ruin everything,1,0,1,0,0,1,0
<user> dying sport,1,0,1,0,0,1,0
<user> <user> passing money outside,0,0,0,0,0,0,0
<user> <user> <user> jehovah yahweh immoral seriously one big lying contradiction,1,0,1,1,1,1,1
<user> <user> <user> still shoveling shit trump kind woman supports liar racist pussy grabber kind woman,1,1,1,1,1,1,1
cuh scrum 9994 fallsevens distonga niniwubbsme finna smash bitches 128170 128079 rugby <url>,1,1,1,1,1,1,1
<user> <user> used 44 magnum make real statement people like teach kids,1,0,0,0,0,0,0
<user> yet liberals keep piling people countries like ideals like preach upon us women rights respect make sense double talk,0,0,0,0,0,0,0
labour swagodking british conservatives made grave error protecting viktor orban url via <user>,0,0,0,0,0,0,0
<user> gun control worked chicago would safe place live,0,0,0,0,0,0,0
<user> done looking like nazi bigot stay true people change minds left know bigot followed reason post stuff like one time feel feeding left,1,1,1,1,1,1,1
<user> going wrong way,0,0,0,0,0,0,0
puts everything perspective maga url,0,0,0,0,0,0,0
<user> get hell,1,1,1,1,1,1,1
<user> rip comrade antifa,0,0,0,0,0,0,0
damn lispy mouth bitch knows good hell well tara damn roommate damn rocks brains man lol,1,1,1,1,1,1,1
fuck <user> throwing batting practice tonight holy shit,1,1,1,1,1,1,1
rt <user> fags cause post found attractive well rt <user> niggas post trannys see nigga thirsts ov 8230,1,1,1,1,1,1,1
<user> <user> <user> want rephrase think talking u6 number,0,0,0,0,0,0,0
<user> always remember rockstar,0,0,0,0,0,0,0
<user> would line putz know conservatives think,0,0,1,0,0,0,0
<user> certainly url,0,0,0,0,0,0,0
<user> great qb fold pressure gshit u blitz peyton ass gon gook,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> yes take break play thread awhile bad bad bad red pill bitter,0,0,0,0,0,1,0
<user> <user> <user> <user> <user> sure patients would prefer treated professional transparent manner nhs rather packed carpet bagging health company hoping squeeze shareholder dividend essential public service monopoly,0,0,0,0,0,0,0
rt <user> rubbing booty start playing pussy ya thumb 128523 gt gt gt gt gt <url>,1,1,1,1,1,1,1
3 simply gloss right silly emotional female nothing problem delete realize horrible perhaps someone told somehow fault liberals might misinterpret wrote plain english,1,1,1,1,1,1,1
<user> <user> betting choice,0,0,0,0,0,0,0
